"filename", "language", "JSON", "HTML", "C++", "Markdown", "YAML", "Dart", "Swift", "XML", "Properties", "Groovy", "comment", "blank", "total"
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\flutter_window.cpp", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\flutter_window.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\main.cpp", "C++", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\utils.cpp", "C++", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\win32_window.cpp", "C++", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\oguzk\Desktop\visual studio\clock_app\clock_app\windows\runner\win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 316, 98, 547, 13, 41, 837, 66, 544, 8, 107, 209, 422, 3208
